C2_NM,DT,PRD_DE,C1_NM,ITM_NM
울산,292,2023,응급수술 처치불가,응급진료결과 현황
울산,240,2024,응급수술 처치불가,응급진료결과 현황
세종,32,2020,응급수술 처치불가,응급진료결과 현황
세종,64,2021,응급수술 처치불가,응급진료결과 현황
세종,55,2022,응급수술 처치불가,응급진료결과 현황
세종,50,2023,응급수술 처치불가,응급진료결과 현황
세종,64,2024,응급수술 처치불가,응급진료결과 현황
경기,1834,2016,응급수술 처치불가,응급진료결과 현황
경기,1757,2017,응급수술 처치불가,응급진료결과 현황
경기,2123,2018,응급수술 처치불가,응급진료결과 현황
경기,2443,2019,응급수술 처치불가,응급진료결과 현황
경기,1975,2020,응급수술 처치불가,응급진료결과 현황
경기,1645,2021,응급수술 처치불가,응급진료결과 현황
경기,2154,2022,응급수술 처치불가,응급진료결과 현황
경기,2535,2023,응급수술 처치불가,응급진료결과 현황
경기,2590,2024,응급수술 처치불가,응급진료결과 현황
강원,711,2016,응급수술 처치불가,응급진료결과 현황
강원,604,2017,응급수술 처치불가,응급진료결과 현황
강원,350,2018,응급수술 처치불가,응급진료결과 현황
강원,469,2019,응급수술 처치불가,응급진료결과 현황
강원,434,2020,응급수술 처치불가,응급진료결과 현황
강원,432,2021,응급수술 처치불가,응급진료결과 현황
강원,427,2022,응급수술 처치불가,응급진료결과 현황
강원,681,2023,응급수술 처치불가,응급진료결과 현황
강원,636,2024,응급수술 처치불가,응급진료결과 현황
충북,254,2016,응급수술 처치불가,응급진료결과 현황
충북,245,2017,응급수술 처치불가,응급진료결과 현황
충북,305,2018,응급수술 처치불가,응급진료결과 현황
충북,373,2019,응급수술 처치불가,응급진료결과 현황
충북,219,2020,응급수술 처치불가,응급진료결과 현황
충북,286,2021,응급수술 처치불가,응급진료결과 현황
충북,325,2022,응급수술 처치불가,응급진료결과 현황
충북,296,2023,응급수술 처치불가,응급진료결과 현황
충북,382,2024,응급수술 처치불가,응급진료결과 현황
충남,434,2016,응급수술 처치불가,응급진료결과 현황
충남,725,2017,응급수술 처치불가,응급진료결과 현황
충남,680,2018,응급수술 처치불가,응급진료결과 현황
충남,549,2019,응급수술 처치불가,응급진료결과 현황
충남,258,2020,응급수술 처치불가,응급진료결과 현황
충남,298,2021,응급수술 처치불가,응급진료결과 현황
충남,458,2022,응급수술 처치불가,응급진료결과 현황
충남,375,2023,응급수술 처치불가,응급진료결과 현황
충남,201,2024,응급수술 처치불가,응급진료결과 현황
전북,328,2016,응급수술 처치불가,응급진료결과 현황
전북,364,2017,응급수술 처치불가,응급진료결과 현황
전북,310,2018,응급수술 처치불가,응급진료결과 현황
전북,417,2019,응급수술 처치불가,응급진료결과 현황
전북,380,2020,응급수술 처치불가,응급진료결과 현황
전북,332,2021,응급수술 처치불가,응급진료결과 현황
전북,344,2022,응급수술 처치불가,응급진료결과 현황
전북,369,2023,응급수술 처치불가,응급진료결과 현황
전북,459,2024,응급수술 처치불가,응급진료결과 현황
전남,336,2016,응급수술 처치불가,응급진료결과 현황
전남,605,2017,응급수술 처치불가,응급진료결과 현황
전남,738,2018,응급수술 처치불가,응급진료결과 현황
전남,1022,2019,응급수술 처치불가,응급진료결과 현황
전남,906,2020,응급수술 처치불가,응급진료결과 현황
전남,729,2021,응급수술 처치불가,응급진료결과 현황
전남,750,2022,응급수술 처치불가,응급진료결과 현황
전남,971,2023,응급수술 처치불가,응급진료결과 현황
전남,326,2024,응급수술 처치불가,응급진료결과 현황
경북,278,2016,응급수술 처치불가,응급진료결과 현황
경북,501,2017,응급수술 처치불가,응급진료결과 현황
경북,759,2018,응급수술 처치불가,응급진료결과 현황
경북,833,2019,응급수술 처치불가,응급진료결과 현황
경북,577,2020,응급수술 처치불가,응급진료결과 현황
경북,549,2021,응급수술 처치불가,응급진료결과 현황
경북,621,2022,응급수술 처치불가,응급진료결과 현황
경북,620,2023,응급수술 처치불가,응급진료결과 현황
경북,492,2024,응급수술 처치불가,응급진료결과 현황
경남,453,2016,응급수술 처치불가,응급진료결과 현황
경남,568,2017,응급수술 처치불가,응급진료결과 현황
경남,629,2018,응급수술 처치불가,응급진료결과 현황
경남,531,2019,응급수술 처치불가,응급진료결과 현황
경남,340,2020,응급수술 처치불가,응급진료결과 현황
경남,400,2021,응급수술 처치불가,응급진료결과 현황
경남,429,2022,응급수술 처치불가,응급진료결과 현황
경남,514,2023,응급수술 처치불가,응급진료결과 현황
경남,717,2024,응급수술 처치불가,응급진료결과 현황
제주,232,2016,응급수술 처치불가,응급진료결과 현황
제주,204,2017,응급수술 처치불가,응급진료결과 현황
제주,288,2018,응급수술 처치불가,응급진료결과 현황
제주,258,2019,응급수술 처치불가,응급진료결과 현황
제주,180,2020,응급수술 처치불가,응급진료결과 현황
제주,177,2021,응급수술 처치불가,응급진료결과 현황
제주,197,2022,응급수술 처치불가,응급진료결과 현황
제주,160,2023,응급수술 처치불가,응급진료결과 현황
제주,256,2024,응급수술 처치불가,응급진료결과 현황
전체,14119,2016,전문응급의료 요함,응급진료결과 현황
전체,15671,2017,전문응급의료 요함,응급진료결과 현황
전체,15518,2018,전문응급의료 요함,응급진료결과 현황
전체,19649,2019,전문응급의료 요함,응급진료결과 현황
전체,16079,2020,전문응급의료 요함,응급진료결과 현황
전체,16297,2021,전문응급의료 요함,응급진료결과 현황
전체,18605,2022,전문응급의료 요함,응급진료결과 현황
전체,22050,2023,전문응급의료 요함,응급진료결과 현황
전체,19615,2024,전문응급의료 요함,응급진료결과 현황
서울,426,2016,전문응급의료 요함,응급진료결과 현황
서울,475,2017,전문응급의료 요함,응급진료결과 현황
서울,474,2018,전문응급의료 요함,응급진료결과 현황
서울,515,2019,전문응급의료 요함,응급진료결과 현황
서울,432,2020,전문응급의료 요함,응급진료결과 현황
서울,510,2021,전문응급의료 요함,응급진료결과 현황
서울,795,2022,전문응급의료 요함,응급진료결과 현황
서울,626,2023,전문응급의료 요함,응급진료결과 현황
서울,555,2024,전문응급의료 요함,응급진료결과 현황
부산,300,2016,전문응급의료 요함,응급진료결과 현황
부산,242,2017,전문응급의료 요함,응급진료결과 현황
부산,178,2018,전문응급의료 요함,응급진료결과 현황
부산,472,2019,전문응급의료 요함,응급진료결과 현황
부산,532,2020,전문응급의료 요함,응급진료결과 현황
부산,523,2021,전문응급의료 요함,응급진료결과 현황
부산,574,2022,전문응급의료 요함,응급진료결과 현황
부산,542,2023,전문응급의료 요함,응급진료결과 현황
부산,403,2024,전문응급의료 요함,응급진료결과 현황
대구,162,2016,전문응급의료 요함,응급진료결과 현황
대구,186,2017,전문응급의료 요함,응급진료결과 현황
대구,139,2018,전문응급의료 요함,응급진료결과 현황
대구,138,2019,전문응급의료 요함,응급진료결과 현황
대구,102,2020,전문응급의료 요함,응급진료결과 현황
대구,142,2021,전문응급의료 요함,응급진료결과 현황
대구,205,2022,전문응급의료 요함,응급진료결과 현황
대구,254,2023,전문응급의료 요함,응급진료결과 현황
대구,273,2024,전문응급의료 요함,응급진료결과 현황
인천,538,2016,전문응급의료 요함,응급진료결과 현황
인천,804,2017,전문응급의료 요함,응급진료결과 현황
인천,874,2018,전문응급의료 요함,응급진료결과 현황
인천,1084,2019,전문응급의료 요함,응급진료결과 현황
인천,886,2020,전문응급의료 요함,응급진료결과 현황
인천,880,2021,전문응급의료 요함,응급진료결과 현황
인천,942,2022,전문응급의료 요함,응급진료결과 현황
인천,1493,2023,전문응급의료 요함,응급진료결과 현황
인천,1242,2024,전문응급의료 요함,응급진료결과 현황
광주,862,2016,전문응급의료 요함,응급진료결과 현황
광주,755,2017,전문응급의료 요함,응급진료결과 현황
광주,861,2018,전문응급의료 요함,응급진료결과 현황
광주,721,2019,전문응급의료 요함,응급진료결과 현황
광주,742,2020,전문응급의료 요함,응급진료결과 현황
광주,1288,2021,전문응급의료 요함,응급진료결과 현황
광주,1434,2022,전문응급의료 요함,응급진료결과 현황
광주,1289,2023,전문응급의료 요함,응급진료결과 현황
광주,877,2024,전문응급의료 요함,응급진료결과 현황
대전,76,2016,전문응급의료 요함,응급진료결과 현황
대전,50,2017,전문응급의료 요함,응급진료결과 현황
대전,94,2018,전문응급의료 요함,응급진료결과 현황
대전,121,2019,전문응급의료 요함,응급진료결과 현황
대전,82,2020,전문응급의료 요함,응급진료결과 현황
대전,82,2021,전문응급의료 요함,응급진료결과 현황
대전,92,2022,전문응급의료 요함,응급진료결과 현황
대전,183,2023,전문응급의료 요함,응급진료결과 현황
대전,184,2024,전문응급의료 요함,응급진료결과 현황
울산,79,2016,전문응급의료 요함,응급진료결과 현황
울산,64,2017,전문응급의료 요함,응급진료결과 현황
울산,86,2018,전문응급의료 요함,응급진료결과 현황
울산,118,2019,전문응급의료 요함,응급진료결과 현황
울산,120,2020,전문응급의료 요함,응급진료결과 현황
울산,141,2021,전문응급의료 요함,응급진료결과 현황
울산,151,2022,전문응급의료 요함,응급진료결과 현황
울산,975,2023,전문응급의료 요함,응급진료결과 현황
울산,810,2024,전문응급의료 요함,응급진료결과 현황
세종,43,2020,전문응급의료 요함,응급진료결과 현황
세종,67,2021,전문응급의료 요함,응급진료결과 현황
세종,47,2022,전문응급의료 요함,응급진료결과 현황
세종,41,2023,전문응급의료 요함,응급진료결과 현황
세종,57,2024,전문응급의료 요함,응급진료결과 현황
경기,3206,2016,전문응급의료 요함,응급진료결과 현황
경기,3485,2017,전문응급의료 요함,응급진료결과 현황
경기,3440,2018,전문응급의료 요함,응급진료결과 현황
경기,4551,2019,전문응급의료 요함,응급진료결과 현황
경기,2885,2020,전문응급의료 요함,응급진료결과 현황
경기,2737,2021,전문응급의료 요함,응급진료결과 현황
경기,3097,2022,전문응급의료 요함,응급진료결과 현황
경기,4453,2023,전문응급의료 요함,응급진료결과 현황
경기,4107,2024,전문응급의료 요함,응급진료결과 현황
강원,600,2016,전문응급의료 요함,응급진료결과 현황
강원,728,2017,전문응급의료 요함,응급진료결과 현황
강원,902,2018,전문응급의료 요함,응급진료결과 현황
강원,841,2019,전문응급의료 요함,응급진료결과 현황
강원,993,2020,전문응급의료 요함,응급진료결과 현황
강원,937,2021,전문응급의료 요함,응급진료결과 현황
강원,1132,2022,전문응급의료 요함,응급진료결과 현황
강원,1048,2023,전문응급의료 요함,응급진료결과 현황
강원,1090,2024,전문응급의료 요함,응급진료결과 현황
충북,676,2016,전문응급의료 요함,응급진료결과 현황
충북,747,2017,전문응급의료 요함,응급진료결과 현황
충북,672,2018,전문응급의료 요함,응급진료결과 현황
충북,931,2019,전문응급의료 요함,응급진료결과 현황
충북,726,2020,전문응급의료 요함,응급진료결과 현황
충북,820,2021,전문응급의료 요함,응급진료결과 현황
충북,1041,2022,전문응급의료 요함,응급진료결과 현황
충북,1100,2023,전문응급의료 요함,응급진료결과 현황
충북,1428,2024,전문응급의료 요함,응급진료결과 현황
충남,2102,2016,전문응급의료 요함,응급진료결과 현황
충남,2553,2017,전문응급의료 요함,응급진료결과 현황
충남,2828,2018,전문응급의료 요함,응급진료결과 현황
충남,3675,2019,전문응급의료 요함,응급진료결과 현황
충남,2977,2020,전문응급의료 요함,응급진료결과 현황
충남,2980,2021,전문응급의료 요함,응급진료결과 현황
충남,3293,2022,전문응급의료 요함,응급진료결과 현황
충남,3505,2023,전문응급의료 요함,응급진료결과 현황
충남,2915,2024,전문응급의료 요함,응급진료결과 현황
전북,1379,2016,전문응급의료 요함,응급진료결과 현황
전북,1972,2017,전문응급의료 요함,응급진료결과 현황
전북,1464,2018,전문응급의료 요함,응급진료결과 현황
전북,2498,2019,전문응급의료 요함,응급진료결과 현황
전북,2300,2020,전문응급의료 요함,응급진료결과 현황
전북,1990,2021,전문응급의료 요함,응급진료결과 현황
전북,2437,2022,전문응급의료 요함,응급진료결과 현황
전북,2814,2023,전문응급의료 요함,응급진료결과 현황
전북,2654,2024,전문응급의료 요함,응급진료결과 현황
전남,610,2016,전문응급의료 요함,응급진료결과 현황
전남,595,2017,전문응급의료 요함,응급진료결과 현황
전남,716,2018,전문응급의료 요함,응급진료결과 현황
전남,842,2019,전문응급의료 요함,응급진료결과 현황
전남,657,2020,전문응급의료 요함,응급진료결과 현황
전남,621,2021,전문응급의료 요함,응급진료결과 현황
전남,569,2022,전문응급의료 요함,응급진료결과 현황
전남,663,2023,전문응급의료 요함,응급진료결과 현황
전남,480,2024,전문응급의료 요함,응급진료결과 현황
경북,1459,2016,전문응급의료 요함,응급진료결과 현황
경북,1141,2017,전문응급의료 요함,응급진료결과 현황
경북,1074,2018,전문응급의료 요함,응급진료결과 현황
경북,1345,2019,전문응급의료 요함,응급진료결과 현황
경북,1180,2020,전문응급의료 요함,응급진료결과 현황
경북,1238,2021,전문응급의료 요함,응급진료결과 현황
경북,1352,2022,전문응급의료 요함,응급진료결과 현황
경북,1395,2023,전문응급의료 요함,응급진료결과 현황
경북,1078,2024,전문응급의료 요함,응급진료결과 현황
경남,1115,2016,전문응급의료 요함,응급진료결과 현황
경남,968,2017,전문응급의료 요함,응급진료결과 현황
경남,874,2018,전문응급의료 요함,응급진료결과 현황
경남,912,2019,전문응급의료 요함,응급진료결과 현황
경남,700,2020,전문응급의료 요함,응급진료결과 현황
경남,649,2021,전문응급의료 요함,응급진료결과 현황
경남,599,2022,전문응급의료 요함,응급진료결과 현황
경남,788,2023,전문응급의료 요함,응급진료결과 현황
경남,818,2024,전문응급의료 요함,응급진료결과 현황
제주,529,2016,전문응급의료 요함,응급진료결과 현황
제주,906,2017,전문응급의료 요함,응급진료결과 현황
제주,842,2018,전문응급의료 요함,응급진료결과 현황
제주,885,2019,전문응급의료 요함,응급진료결과 현황
제주,722,2020,전문응급의료 요함,응급진료결과 현황
제주,692,2021,전문응급의료 요함,응급진료결과 현황
제주,845,2022,전문응급의료 요함,응급진료결과 현황
제주,881,2023,전문응급의료 요함,응급진료결과 현황
제주,644,2024,전문응급의료 요함,응급진료결과 현황
전체,4230,2016,경증으로 전원,응급진료결과 현황
전체,4592,2017,경증으로 전원,응급진료결과 현황
전체,5124,2018,경증으로 전원,응급진료결과 현황
전체,5145,2019,경증으로 전원,응급진료결과 현황
전체,3893,2020,경증으로 전원,응급진료결과 현황
전체,3461,2021,경증으로 전원,응급진료결과 현황
전체,3940,2022,경증으로 전원,응급진료결과 현황
전체,3729,2023,경증으로 전원,응급진료결과 현황
전체,4210,2024,경증으로 전원,응급진료결과 현황
서울,1591,2016,경증으로 전원,응급진료결과 현황
서울,2321,2017,경증으로 전원,응급진료결과 현황
서울,2520,2018,경증으로 전원,응급진료결과 현황
서울,2372,2019,경증으로 전원,응급진료결과 현황
서울,1864,2020,경증으로 전원,응급진료결과 현황
서울,1458,2021,경증으로 전원,응급진료결과 현황
서울,1558,2022,경증으로 전원,응급진료결과 현황
서울,1464,2023,경증으로 전원,응급진료결과 현황
서울,1897,2024,경증으로 전원,응급진료결과 현황
부산,388,2016,경증으로 전원,응급진료결과 현황
부산,226,2017,경증으로 전원,응급진료결과 현황
부산,211,2018,경증으로 전원,응급진료결과 현황
부산,213,2019,경증으로 전원,응급진료결과 현황
부산,128,2020,경증으로 전원,응급진료결과 현황
부산,107,2021,경증으로 전원,응급진료결과 현황
부산,116,2022,경증으로 전원,응급진료결과 현황
부산,31,2023,경증으로 전원,응급진료결과 현황
부산,90,2024,경증으로 전원,응급진료결과 현황
대구,395,2016,경증으로 전원,응급진료결과 현황
대구,477,2017,경증으로 전원,응급진료결과 현황
대구,631,2018,경증으로 전원,응급진료결과 현황
대구,943,2019,경증으로 전원,응급진료결과 현황
대구,716,2020,경증으로 전원,응급진료결과 현황
대구,950,2021,경증으로 전원,응급진료결과 현황
대구,1075,2022,경증으로 전원,응급진료결과 현황
대구,1071,2023,경증으로 전원,응급진료결과 현황
대구,635,2024,경증으로 전원,응급진료결과 현황
인천,70,2016,경증으로 전원,응급진료결과 현황
인천,73,2017,경증으로 전원,응급진료결과 현황
인천,149,2018,경증으로 전원,응급진료결과 현황
인천,172,2019,경증으로 전원,응급진료결과 현황
인천,136,2020,경증으로 전원,응급진료결과 현황
인천,94,2021,경증으로 전원,응급진료결과 현황
인천,174,2022,경증으로 전원,응급진료결과 현황
인천,63,2023,경증으로 전원,응급진료결과 현황
인천,88,2024,경증으로 전원,응급진료결과 현황
광주,358,2016,경증으로 전원,응급진료결과 현황
광주,222,2017,경증으로 전원,응급진료결과 현황
광주,228,2018,경증으로 전원,응급진료결과 현황
광주,74,2019,경증으로 전원,응급진료결과 현황
광주,76,2020,경증으로 전원,응급진료결과 현황
광주,163,2021,경증으로 전원,응급진료결과 현황
광주,93,2022,경증으로 전원,응급진료결과 현황
광주,94,2023,경증으로 전원,응급진료결과 현황
광주,184,2024,경증으로 전원,응급진료결과 현황
대전,12,2016,경증으로 전원,응급진료결과 현황
대전,8,2017,경증으로 전원,응급진료결과 현황
대전,3,2018,경증으로 전원,응급진료결과 현황
대전,4,2019,경증으로 전원,응급진료결과 현황
대전,-,2020,경증으로 전원,응급진료결과 현황
대전,3,2021,경증으로 전원,응급진료결과 현황
대전,7,2022,경증으로 전원,응급진료결과 현황
대전,-,2023,경증으로 전원,응급진료결과 현황
대전,5,2024,경증으로 전원,응급진료결과 현황
울산,5,2016,경증으로 전원,응급진료결과 현황
울산,4,2017,경증으로 전원,응급진료결과 현황
울산,3,2018,경증으로 전원,응급진료결과 현황
울산,8,2019,경증으로 전원,응급진료결과 현황
울산,14,2020,경증으로 전원,응급진료결과 현황
울산,15,2021,경증으로 전원,응급진료결과 현황
울산,20,2022,경증으로 전원,응급진료결과 현황
울산,33,2023,경증으로 전원,응급진료결과 현황
울산,45,2024,경증으로 전원,응급진료결과 현황
세종,-,2020,경증으로 전원,응급진료결과 현황
세종,-,2021,경증으로 전원,응급진료결과 현황
세종,1,2022,경증으로 전원,응급진료결과 현황
세종,-,2023,경증으로 전원,응급진료결과 현황
세종,-,2024,경증으로 전원,응급진료결과 현황
경기,327,2016,경증으로 전원,응급진료결과 현황
경기,410,2017,경증으로 전원,응급진료결과 현황
경기,310,2018,경증으로 전원,응급진료결과 현황
경기,259,2019,경증으로 전원,응급진료결과 현황
경기,235,2020,경증으로 전원,응급진료결과 현황
경기,175,2021,경증으로 전원,응급진료결과 현황
경기,329,2022,경증으로 전원,응급진료결과 현황
경기,425,2023,경증으로 전원,응급진료결과 현황
경기,569,2024,경증으로 전원,응급진료결과 현황
강원,71,2016,경증으로 전원,응급진료결과 현황
강원,48,2017,경증으로 전원,응급진료결과 현황
강원,78,2018,경증으로 전원,응급진료결과 현황
강원,97,2019,경증으로 전원,응급진료결과 현황
강원,111,2020,경증으로 전원,응급진료결과 현황
강원,57,2021,경증으로 전원,응급진료결과 현황
강원,149,2022,경증으로 전원,응급진료결과 현황
강원,77,2023,경증으로 전원,응급진료결과 현황
강원,111,2024,경증으로 전원,응급진료결과 현황
충북,48,2016,경증으로 전원,응급진료결과 현황
충북,19,2017,경증으로 전원,응급진료결과 현황
충북,120,2018,경증으로 전원,응급진료결과 현황
충북,132,2019,경증으로 전원,응급진료결과 현황
충북,41,2020,경증으로 전원,응급진료결과 현황
충북,9,2021,경증으로 전원,응급진료결과 현황
충북,5,2022,경증으로 전원,응급진료결과 현황
충북,4,2023,경증으로 전원,응급진료결과 현황
충북,16,2024,경증으로 전원,응급진료결과 현황
충남,48,2016,경증으로 전원,응급진료결과 현황
충남,22,2017,경증으로 전원,응급진료결과 현황
충남,8,2018,경증으로 전원,응급진료결과 현황
충남,9,2019,경증으로 전원,응급진료결과 현황
충남,7,2020,경증으로 전원,응급진료결과 현황
충남,17,2021,경증으로 전원,응급진료결과 현황
충남,2,2022,경증으로 전원,응급진료결과 현황
충남,14,2023,경증으로 전원,응급진료결과 현황
충남,7,2024,경증으로 전원,응급진료결과 현황
전북,373,2016,경증으로 전원,응급진료결과 현황
전북,338,2017,경증으로 전원,응급진료결과 현황
전북,335,2018,경증으로 전원,응급진료결과 현황
전북,234,2019,경증으로 전원,응급진료결과 현황
전북,156,2020,경증으로 전원,응급진료결과 현황
전북,149,2021,경증으로 전원,응급진료결과 현황
전북,180,2022,경증으로 전원,응급진료결과 현황
전북,197,2023,경증으로 전원,응급진료결과 현황
전북,167,2024,경증으로 전원,응급진료결과 현황
전남,73,2016,경증으로 전원,응급진료결과 현황
전남,51,2017,경증으로 전원,응급진료결과 현황
전남,85,2018,경증으로 전원,응급진료결과 현황
전남,26,2019,경증으로 전원,응급진료결과 현황
전남,10,2020,경증으로 전원,응급진료결과 현황
전남,10,2021,경증으로 전원,응급진료결과 현황
전남,3,2022,경증으로 전원,응급진료결과 현황
전남,12,2023,경증으로 전원,응급진료결과 현황
전남,13,2024,경증으로 전원,응급진료결과 현황
경북,-,2016,경증으로 전원,응급진료결과 현황
경북,5,2017,경증으로 전원,응급진료결과 현황
경북,3,2018,경증으로 전원,응급진료결과 현황
경북,3,2019,경증으로 전원,응급진료결과 현황
경북,-,2020,경증으로 전원,응급진료결과 현황
경북,2,2021,경증으로 전원,응급진료결과 현황
경북,2,2022,경증으로 전원,응급진료결과 현황
경북,4,2023,경증으로 전원,응급진료결과 현황
경북,-,2024,경증으로 전원,응급진료결과 현황
경남,465,2016,경증으로 전원,응급진료결과 현황
경남,360,2017,경증으로 전원,응급진료결과 현황
경남,426,2018,경증으로 전원,응급진료결과 현황
경남,589,2019,경증으로 전원,응급진료결과 현황
경남,396,2020,경증으로 전원,응급진료결과 현황
경남,249,2021,경증으로 전원,응급진료결과 현황
경남,221,2022,경증으로 전원,응급진료결과 현황
경남,238,2023,경증으로 전원,응급진료결과 현황
경남,382,2024,경증으로 전원,응급진료결과 현황
제주,6,2016,경증으로 전원,응급진료결과 현황
제주,8,2017,경증으로 전원,응급진료결과 현황
제주,14,2018,경증으로 전원,응급진료결과 현황
제주,10,2019,경증으로 전원,응급진료결과 현황
제주,3,2020,경증으로 전원,응급진료결과 현황
제주,3,2021,경증으로 전원,응급진료결과 현황
제주,5,2022,경증으로 전원,응급진료결과 현황
제주,2,2023,경증으로 전원,응급진료결과 현황
제주,1,2024,경증으로 전원,응급진료결과 현황
전체,1986,2016,요양병원으로 전원,응급진료결과 현황
전체,2514,2017,요양병원으로 전원,응급진료결과 현황
전체,2778,2018,요양병원으로 전원,응급진료결과 현황
전체,1645,2019,요양병원으로 전원,응급진료결과 현황
전체,1255,2020,요양병원으로 전원,응급진료결과 현황
전체,1332,2021,요양병원으로 전원,응급진료결과 현황
전체,1539,2022,요양병원으로 전원,응급진료결과 현황
전체,1520,2023,요양병원으로 전원,응급진료결과 현황
전체,1995,2024,요양병원으로 전원,응급진료결과 현황
서울,387,2016,요양병원으로 전원,응급진료결과 현황
서울,701,2017,요양병원으로 전원,응급진료결과 현황
서울,913,2018,요양병원으로 전원,응급진료결과 현황
서울,434,2019,요양병원으로 전원,응급진료결과 현황
서울,413,2020,요양병원으로 전원,응급진료결과 현황
서울,379,2021,요양병원으로 전원,응급진료결과 현황
서울,411,2022,요양병원으로 전원,응급진료결과 현황
서울,547,2023,요양병원으로 전원,응급진료결과 현황
서울,874,2024,요양병원으로 전원,응급진료결과 현황
부산,225,2016,요양병원으로 전원,응급진료결과 현황
부산,170,2017,요양병원으로 전원,응급진료결과 현황
부산,198,2018,요양병원으로 전원,응급진료결과 현황
부산,246,2019,요양병원으로 전원,응급진료결과 현황
부산,179,2020,요양병원으로 전원,응급진료결과 현황
부산,165,2021,요양병원으로 전원,응급진료결과 현황
부산,144,2022,요양병원으로 전원,응급진료결과 현황
부산,108,2023,요양병원으로 전원,응급진료결과 현황
부산,65,2024,요양병원으로 전원,응급진료결과 현황
대구,166,2016,요양병원으로 전원,응급진료결과 현황
대구,179,2017,요양병원으로 전원,응급진료결과 현황
대구,192,2018,요양병원으로 전원,응급진료결과 현황
대구,282,2019,요양병원으로 전원,응급진료결과 현황
대구,91,2020,요양병원으로 전원,응급진료결과 현황
대구,111,2021,요양병원으로 전원,응급진료결과 현황
대구,185,2022,요양병원으로 전원,응급진료결과 현황
대구,141,2023,요양병원으로 전원,응급진료결과 현황
대구,190,2024,요양병원으로 전원,응급진료결과 현황
인천,101,2016,요양병원으로 전원,응급진료결과 현황
인천,197,2017,요양병원으로 전원,응급진료결과 현황
인천,264,2018,요양병원으로 전원,응급진료결과 현황
인천,51,2019,요양병원으로 전원,응급진료결과 현황
인천,35,2020,요양병원으로 전원,응급진료결과 현황
인천,34,2021,요양병원으로 전원,응급진료결과 현황
인천,30,2022,요양병원으로 전원,응급진료결과 현황
인천,26,2023,요양병원으로 전원,응급진료결과 현황
인천,68,2024,요양병원으로 전원,응급진료결과 현황
광주,61,2016,요양병원으로 전원,응급진료결과 현황
광주,75,2017,요양병원으로 전원,응급진료결과 현황
광주,57,2018,요양병원으로 전원,응급진료결과 현황
광주,31,2019,요양병원으로 전원,응급진료결과 현황
광주,33,2020,요양병원으로 전원,응급진료결과 현황
광주,77,2021,요양병원으로 전원,응급진료결과 현황
광주,17,2022,요양병원으로 전원,응급진료결과 현황
광주,19,2023,요양병원으로 전원,응급진료결과 현황
광주,23,2024,요양병원으로 전원,응급진료결과 현황
대전,30,2016,요양병원으로 전원,응급진료결과 현황
대전,36,2017,요양병원으로 전원,응급진료결과 현황
대전,20,2018,요양병원으로 전원,응급진료결과 현황
대전,39,2019,요양병원으로 전원,응급진료결과 현황
대전,16,2020,요양병원으로 전원,응급진료결과 현황
대전,8,2021,요양병원으로 전원,응급진료결과 현황
대전,27,2022,요양병원으로 전원,응급진료결과 현황
대전,18,2023,요양병원으로 전원,응급진료결과 현황
대전,30,2024,요양병원으로 전원,응급진료결과 현황
울산,2,2016,요양병원으로 전원,응급진료결과 현황
울산,-,2017,요양병원으로 전원,응급진료결과 현황
울산,1,2018,요양병원으로 전원,응급진료결과 현황
울산,5,2019,요양병원으로 전원,응급진료결과 현황
울산,2,2020,요양병원으로 전원,응급진료결과 현황
울산,5,2021,요양병원으로 전원,응급진료결과 현황
울산,32,2022,요양병원으로 전원,응급진료결과 현황
울산,25,2023,요양병원으로 전원,응급진료결과 현황
울산,13,2024,요양병원으로 전원,응급진료결과 현황
세종,-,2020,요양병원으로 전원,응급진료결과 현황
세종,-,2021,요양병원으로 전원,응급진료결과 현황
세종,2,2022,요양병원으로 전원,응급진료결과 현황
세종,-,2023,요양병원으로 전원,응급진료결과 현황
세종,1,2024,요양병원으로 전원,응급진료결과 현황
경기,326,2016,요양병원으로 전원,응급진료결과 현황
경기,313,2017,요양병원으로 전원,응급진료결과 현황
경기,362,2018,요양병원으로 전원,응급진료결과 현황
경기,220,2019,요양병원으로 전원,응급진료결과 현황
경기,214,2020,요양병원으로 전원,응급진료결과 현황
경기,286,2021,요양병원으로 전원,응급진료결과 현황
경기,413,2022,요양병원으로 전원,응급진료결과 현황
경기,350,2023,요양병원으로 전원,응급진료결과 현황
경기,429,2024,요양병원으로 전원,응급진료결과 현황
강원,27,2016,요양병원으로 전원,응급진료결과 현황
강원,49,2017,요양병원으로 전원,응급진료결과 현황
강원,68,2018,요양병원으로 전원,응급진료결과 현황
강원,29,2019,요양병원으로 전원,응급진료결과 현황
강원,18,2020,요양병원으로 전원,응급진료결과 현황
강원,35,2021,요양병원으로 전원,응급진료결과 현황
강원,35,2022,요양병원으로 전원,응급진료결과 현황
강원,43,2023,요양병원으로 전원,응급진료결과 현황
강원,37,2024,요양병원으로 전원,응급진료결과 현황
충북,22,2016,요양병원으로 전원,응급진료결과 현황
충북,9,2017,요양병원으로 전원,응급진료결과 현황
충북,14,2018,요양병원으로 전원,응급진료결과 현황
충북,6,2019,요양병원으로 전원,응급진료결과 현황
충북,14,2020,요양병원으로 전원,응급진료결과 현황
충북,6,2021,요양병원으로 전원,응급진료결과 현황
충북,4,2022,요양병원으로 전원,응급진료결과 현황
